HUM 278     ,Cultural History/Central Europe  ,WI  ,2015
HUM 284     ,Drama & Math in Ancient Greece  ,WI  ,2015
HUM 300     ,Group Registration  ,WI  ,2015
INT 400     ,Internship  ,WI  ,2015
JPN 330     ,Manga & Anime: Form & Practice  ,WI  ,2015
MAT 259     ,Math & Architecture/Ancient Peru  ,WI  ,2015
MUS 215     ,Music & Culture/African Diaspora  ,WI  ,2015
PHI 316     ,Feminism and Philosophy  ,WI  ,2015
PHY 220     ,General Physics-II  ,WI  ,2015
PHY 400     ,Directed Study  ,WI  ,2015
POL 421     ,Architecture of Democracy  ,WI  ,2015
POL 441     ,African Politics/Civil Society: Case of Cameroon ,WI  ,2015
POL 453     ,Urban Politics  ,WI  ,2015
PSY 325     ,Child Abnormal Psychology  ,WI  ,2015
PSY 375     ,Influence and Persuasion  ,WI  ,2015
REL 310     ,The Art of Pilgrimage  ,WI  ,2015
REL 311     ,The Holy Land: Historical & Theological Studies of Israel ,WI  ,2015
REL 401     ,Independent Study  ,WI  ,2015
REL 402     ,Research Participation  ,WI  ,2015
SPA 450     ,El Cine Cubano  ,WI  ,2015
AAS 500     ,Senior Colloquium  ,SP  ,2015
AMS 120     ,Introduction to Leadership  ,SP  ,2015
AMS 420     ,Command Management  ,SP  ,2015
ANT 110     ,Intro to Cultural Anthropology  ,SP  ,2015
ANT 120     ,Intro to Physical Anthropology  ,SP  ,2015
ANT 336     ,Comparative Blackness  ,SP  ,2015
ANT 350     ,Ecological Anthropology  ,SP  ,2015
ANT 360     ,GIS and the Environment  ,SP  ,2015
ANT 380     ,Archaeology: Theory & Practice  ,SP  ,2015
ANT 401     ,Independent Study  ,SP  ,2015
ANT 402     ,Research Participation  ,SP  ,2015
ANT 451     ,Ancient Maya Culture  ,SP  ,2015
ANT 500     ,Advanced Seminar  ,SP  ,2015
ARH 261     ,Survey of Western Art-II  ,SP  ,2015
ARH 370     ,N. European Art:4-16th Centuries  ,SP  ,2015
ARH 387     ,Impressionism and Japonisme  ,SP  ,2015
ARH 399     ,Art/Architecture Washington D.C.  ,SP  ,2015
ARH 500     ,Senior Thesis in Art History  ,SP  ,2015
ARS 110     ,Introduction to Drawing  ,SP  ,2015
ARS 210     ,Painting & Drawing-I  ,SP  ,2015
ARS 220     ,Painting & Drawing-II  ,SP  ,2015
ARS 230     ,Ceramics-I  ,SP  ,2015
ARS 320     ,Painting & Drawing-III  ,SP  ,2015
ARS 321     ,Painting & Drawing-IV  ,SP  ,2015
ARS 330     ,Ceramics-II  ,SP  ,2015
ARS 331     ,Ceramics-III  ,SP  ,2015
ARS 340     ,Hot Glass-II  ,SP  ,2015
ARS 341     ,Hot Glass-III  ,SP  ,2015
ARS 400     ,Directed Study  ,SP  ,2015
ARS 420     ,Painting & Drawing-V  ,SP  ,2015
ARS 430     ,Ceramics-IV  ,SP  ,2015
ARS 440     ,Hot Glass-IV  ,SP  ,2015
ARS 499     ,Senior Exhibition  ,SP  ,2015
ASN 275     ,Asia & Environment Lab  ,SP  ,2015
ASN 310     ,Asian Humanities  ,SP  ,2015
ASN 401     ,Independent Study  ,SP  ,2015
ASN 402     ,Research Participation  ,SP  ,2015
BFS 110     ,Brown Fellows Seminar-I  ,SP  ,2015
BFS 210     ,Brown Fellows Seminar-II  ,SP  ,2015
BIO 110     ,"Evolution, Biodiversity, Ecology  ",SP  ,2015
BIO 110L    ,BIO 110 Lab  ,SP  ,2015
BIO 199     ,Summer Research Preparation  ,SP  ,2015
BIO 210     ,Introduction to Genetics  ,SP  ,2015
BIO 210L    ,BIO 210 Lab  ,SP  ,2015
BIO 225     ,Human Anatomy & Physiology  ,SP  ,2015
BIO 305     ,Microevolution & Speciation  ,SP  ,2015
BIO 325     ,Vertebrate Morphology  ,SP  ,2015
BIO 335     ,Developmental Biology  ,SP  ,2015
BIO 335L    ,BIO 335 lab  ,SP  ,2015
BIO 340     ,Microbiology-I  ,SP  ,2015
BIO 340L    ,BIO 340 Lab  ,SP  ,2015
BIO 402     ,Research Participation  ,SP  ,2015
BIO 405     ,Advanced Research Topics  ,SP  ,2015
BIO 500     ,Senior Seminar  ,SP  ,2015
BMB 199     ,Summer Research Preparation  ,SP  ,2015
BMB 210     ,Intro to Biochem & Cell Biology  ,SP  ,2015
BMB 210L    ,BMB 210 lab  ,SP  ,2015
BMB 320     ,Cellular Metabolism  ,SP  ,2015
BMB 340     ,Cell Biology  ,SP  ,2015
BMB 345     ,Lab in Cell Biology  ,SP  ,2015
BMB 401     ,Independent Study  ,SP  ,2015
BMB 500     ,Senior Seminar  ,SP  ,2015
BNS 210     ,Res.Methods/Behavioral Neurosci.  ,SP  ,2015
BNS 250     ,Introduction to Research  ,SP  ,2015
BNS 295     ,Found. of BehavioralNeuroscience  ,SP  ,2015
BNS 315     ,Health Psychology  ,SP  ,2015
BNS 350     ,Advanced Research Topics  ,SP  ,2015
BNS 351     ,Advanced Research Topics  ,SP  ,2015
BNS 370     ,Sensation and Perception  ,SP  ,2015
BNS 390     ,Human Neuropsychology  ,SP  ,2015
BNS 401     ,Independent Study  ,SP  ,2015
BNS 500     ,Senior Seminar  ,SP  ,2015
CHE 117     ,Chemistry and the Modern World  ,SP  ,2015
CHE 131     ,General Chemistry-I  ,SP  ,2015
CHE 131L    ,CHE 131 Lab  ,SP  ,2015
CHE 132     ,General Chemistry-II  ,SP  ,2015
CHE 132L    ,CHE 132 Lab  ,SP  ,2015
CHE 241     ,Organic Chemistry-I  ,SP  ,2015
CHE 241L    ,CHE 241 Lab  ,SP  ,2015
CHE 242     ,Organic Chemistry-II  ,SP  ,2015
CHE 242L    ,CHE 242 Lab  ,SP  ,2015
CHE 350     ,Instrumental Analysis  ,SP  ,2015
CHE 361     ,Thermodynamics and Kinetics  ,SP  ,2015
CHE 401     ,Independent Study  ,SP  ,2015
CHE 402     ,Research Participation  ,SP  ,2015
CHE 450     ,Physical Organic Chemistry  ,SP  ,2015
CHE 500     ,Senior Seminar  ,SP  ,2015
CHN 120     ,Fundamentals of Chinese-II  ,SP  ,2015
CHN 220     ,Intermediate Chinese-II  ,SP  ,2015
CHN 420     ,Advanced Chinese-II  ,SP  ,2015
CLA 120     ,Latin: Fundamentals-II  ,SP  ,2015
CLA 121     ,New Testament Greek  ,SP  ,2015
CLA 220     ,Republican&Imperial Latin Lit-I  ,SP  ,2015
CLA 302     ,History of Ancient Rome  ,SP  ,2015
CLA 320     ,Republican&Imperial Latin Lit-II  ,SP  ,2015
CLA 323     ,Ancient & Modern Comedy & Satire  ,SP  ,2015
CON 001     ,Convocations  ,SP  ,2015
CRW 160     ,Fund. of Creative Non-Fiction  ,SP  ,2015
CRW 245     ,Intermediate Fiction Writing  ,SP  ,2015
CRW 401     ,Independent Study  ,SP  ,2015
CSC 117     ,Intro to Computer Science  ,SP  ,2015
CSC 223     ,Interm Program & Data Structures  ,SP  ,2015
CSC 223L    ,CSC 223 lab  ,SP  ,2015
CSC 332     ,Design & Analysis of Algorithms  ,SP  ,2015
CSC 336     ,Software Engineering  ,SP  ,2015
CSC 339     ,Topics: Artificial Intelligence  ,SP  ,2015
CSC 401     ,Independent Study  ,SP  ,2015
DRA 111     ,Practicum  ,SP  ,2015
DRA 115     ,Intermed. Modern Dance Technique  ,SP  ,2015
DRA 116     ,Modern Dance Performance  ,SP  ,2015
DRA 117     ,Acting-I  ,SP  ,2015
DRA 230     ,History of the Theatre  ,SP  ,2015
DRA 332     ,Shakespeare-II  ,SP  ,2015
DRA 341     ,Contemporary London Theatre  ,SP  ,2015
DRA 345     ,The Musicals of Sondheim  ,SP  ,2015
DRA 350     ,Scenic Design  ,SP  ,2015
DRA 401     ,Independent Study  ,SP  ,2015
DRA 500     ,Senior Seminar  ,SP  ,2015
ECO 110     ,Intro to Economics  ,SP  ,2015
ECO 199     ,Preparation for Summer Research  ,SP  ,2015
ECO 210     ,Macroeconomic Analysis  ,SP  ,2015
ECO 220     ,Microeconomic Analysis  ,SP  ,2015
ECO 253     ,The Economy of Merida  ,SP  ,2015
ECO 254     ,Trade&Environment:NAFTA & Mexico  ,SP  ,2015
ECO 260     ,Financial Accounting  ,SP  ,2015
ECO 290     ,Math Methods for Economists  ,SP  ,2015
ECO 310     ,Comparative Economic Systems  ,SP  ,2015
ECO 323     ,The Economy of Merida  ,SP  ,2015
ECO 324     ,Trade&Environment:NAFTA & Mexico  ,SP  ,2015
ECO 325     ,U.S. Education Policy  ,SP  ,2015
ECO 340     ,Managerial Finance  ,SP  ,2015
ECO 355     ,Environmental Economics  ,SP  ,2015
ECO 360     ,Economic Development  ,SP  ,2015
ECO 390     ,Econometrics  ,SP  ,2015
ECO 395     ,Empirical Analysis Econ/Finance  ,SP  ,2015
ECO 401     ,Independent Study  ,SP  ,2015
ECO 430     ,Money and Banking  ,SP  ,2015
ECO 440     ,Public Finance  ,SP  ,2015
ECO 500     ,Senior Seminar  ,SP  ,2015
EDU 228     ,Educational Psychology  ,SP  ,2015
EDU 270     ,The Autism Puzzle  ,SP  ,2015
EDU 285     ,Voices of Diversity inClassrooms  ,SP  ,2015
EDU 295     ,Global Perspectives on Education  ,SP  ,2015
EDU 402     ,Research Participation  ,SP  ,2015
EDU 551     ,Elementary Sch Student Teaching Seminar in Analysis of Teaching ,SP  ,2015
EDU 553     ,K-12 Student Teaching & Seminar in the Analysis of Teaching ,SP  ,2015
EDU 555     ,Secondary School Student Teachng Seminar in Analysis of Teaching ,SP  ,2015
ENG 170     ,Topics in Writing  ,SP  ,2015
ENG 220     ,British Literature-II  ,SP  ,2015
ENG 230     ,American Literature  ,SP  ,2015
ENG 235     ,Topics: Lit in Translation  ,SP  ,2015
ENG 269     ,London: A History in Mystery  ,SP  ,2015
ENG 302     ,Shakespeare-II  ,SP  ,2015
ENG 332     ,Discovering the Middle Ages  ,SP  ,2015
ENG 349     ,London Lives  ,SP  ,2015
ENG 364     ,Reaching Toward Concord  ,SP  ,2015
ENG 371     ,Modern British Fiction  ,SP  ,2015
ENG 380     ,African American Literature  ,SP  ,2015
ENG 385     ,Graphic Novels  ,SP  ,2015
ENG 400     ,Directed Study  ,SP  ,2015
ENG 401     ,Independent Study  ,SP  ,2015
ENG 500     ,Senior Seminar  ,SP  ,2015
ENS 210     ,Intro to Environmental Studies  ,SP  ,2015
ENS 251     ,Human Ecology in the Yucatan  ,SP  ,2015
ENS 275     ,Asia & Environment Lab  ,SP  ,2015
ENS 420     ,Rivers & Adaptive Ecosystem Mgmt  ,SP  ,2015
FLM 305     ,Film Theory  ,SP  ,2015
FLM 310     ,Global Cinema  ,SP  ,2015
FRE 120     ,Intro French Lang. & Culture-II  ,SP  ,2015
FRE 210     ,Intermediate Workshop  ,SP  ,2015
FRE 220     ,Intermediate Workshop  ,SP  ,2015
FRE 271     ,Group Conversation  ,SP  ,2015
FRE 350     ,Contemporary French Culture  ,SP  ,2015
FRE 401     ,Independent Study  ,SP  ,2015
FRE 425     ,Les Miserables  ,SP  ,2015
FRE 500     ,Senior Seminar  ,SP  ,2015
GER 120     ,German Culture and Language-II  ,SP  ,2015
GER 220     ,Images of History & Civilization  ,SP  ,2015
GER 401     ,Independent Study  ,SP  ,2015
GER 410     ,The German Stage  ,SP  ,2015
GER 420     ,Adv German History &Civilization  ,SP  ,2015
GER 500     ,Senior Colloquium  ,SP  ,2015
GNS 210     ,Intro to Gender Studies  ,SP  ,2015
GNS 402     ,Research Participation  ,SP  ,2015
HIS 110     ,Development of Modern World-I  ,SP  ,2015
HIS 120     ,Development of Modern World-II  ,SP  ,2015
HIS 240     ,Development of United States-II  ,SP  ,2015
HIS 302     ,History of Ancient Rome  ,SP  ,2015
HIS 322     ,The Holocaust  ,SP  ,2015
HIS 377     ,Modern Latin America  ,SP  ,2015
HIS 384     ,The British Empire  ,SP  ,2015
HIS 401     ,Independent Study  ,SP  ,2015
HIS 431     ,Africa and Film  ,SP  ,2015
HIS 434     ,Creating the Orient  ,SP  ,2015
HIS 500     ,Junior Seminar  ,SP  ,2015
HUM 120     ,Intro to Humanities-II  ,SP  ,2015
HUM 200     ,Special Topics Abroad  ,SP  ,2015
HUM 300     ,Group Registration  ,SP  ,2015
INT 400     ,Internship  ,SP  ,2015
IST 500     ,Senior Seminar  ,SP  ,2015
JPN 120     ,Fundamentals of Japanese-II  ,SP  ,2015
JPN 220     ,Intermediate Japanese-II  ,SP  ,2015
JPN 320     ,Third-Year Japanese-II  ,SP  ,2015
LAS 210     ,Intro to Latin American Studies  ,SP  ,2015
LIN 200     ,Directed Study  ,SP  ,2015
LIN 210     ,Introduction to Linguistics  ,SP  ,2015
MAT 130     ,Introduction to Statistics  ,SP  ,2015
MAT 145     ,Math. Modeling & Applied Calc.  ,SP  ,2015
MAT 170     ,Calculus-I  ,SP  ,2015
MAT 170S    ,Calculus-I Supplement  ,SP  ,2015
MAT 171     ,Calculus-II  ,SP  ,2015
MAT 200     ,Discrete Mathematics  ,SP  ,2015
MAT 205     ,Statistical Modeling  ,SP  ,2015
MAT 230     ,Calculus-III  ,SP  ,2015
MAT 300     ,Foundations of Mathematics  ,SP  ,2015
MAT 331     ,Abstract Algebra-II  ,SP  ,2015
MAT 360     ,Differential Equations  ,SP  ,2015
MAT 380     ,Introduction to Real Analysis  ,SP  ,2015
MAT 401     ,Independent Study  ,SP  ,2015
MAT 402     ,Research Participation  ,SP  ,2015
MAT 409     ,Number Theory  ,SP  ,2015
MUS 140     ,First-Year Flute Lessons  ,SP  ,2015
MUS 143     ,First-Year Clarinet Lessons  ,SP  ,2015
MUS 144     ,First-Year Saxophone Lessons  ,SP  ,2015
MUS 146     ,First-Year French Horn Lessons  ,SP  ,2015
MUS 150     ,First-Year Percussion Lessons  ,SP  ,2015
MUS 151     ,First-Year Violin Lessons  ,SP  ,2015
MUS 152     ,First-Year Viola Lessons  ,SP  ,2015
MUS 153     ,First-Year Violoncello Lessons  ,SP  ,2015
MUS 154     ,First-Year Bass Lessons  ,SP  ,2015
MUS 155     ,First-Year Harp Lessons  ,SP  ,2015
MUS 156     ,First-Year Guitar Lessons  ,SP  ,2015
MUS 157     ,First-Year Piano Lessons  ,SP  ,2015
MUS 159     ,First-Year Organ Lessons  ,SP  ,2015
MUS 160     ,First-Year Voice Lessons  ,SP  ,2015
MUS 161     ,First-Year Composition Lessons  ,SP  ,2015
MUS 163     ,First-Year Jazz Piano Lessons  ,SP  ,2015
MUS 164     ,First-Year Fiddle Lessons  ,SP  ,2015
MUS 165     ,First-Year Digital Music Tech  ,SP  ,2015
MUS 166     ,First-Year Banjo Lessons  ,SP  ,2015
MUS 168     ,First-Year Mandolin Lessons  ,SP  ,2015
MUS 183     ,Centre College Choir  ,SP  ,2015
MUS 184     ,Centre Singers  ,SP  ,2015
MUS 191     ,Centre Orchestra  ,SP  ,2015
MUS 192     ,CentreJazz  ,SP  ,2015
MUS 193     ,African Drum Ensemble  ,SP  ,2015
MUS 194     ,Centre Percussion  ,SP  ,2015
MUS 196     ,Kentucky Music Ensemble  ,SP  ,2015
MUS 197     ,Centre Wind Ensemble  ,SP  ,2015
MUS 220     ,Materials&Structure of Music-II  ,SP  ,2015
MUS 223     ,Improvisation  ,SP  ,2015
MUS 231     ,"Music History, Form &Analysis-II  ",SP  ,2015
MUS 243     ,Second-Year Clarinet Lessons  ,SP  ,2015
MUS 245     ,Second-Year Trumpet Lessons  ,SP  ,2015
MUS 250     ,Second-Year Percussion Lessons  ,SP  ,2015
MUS 251     ,Second-Year Violin Lessons  ,SP  ,2015
MUS 252     ,Second-Year Viola Lessons  ,SP  ,2015
MUS 253     ,Second-Year Violincello Lessons  ,SP  ,2015
MUS 255     ,Second-Year Harp Lessons  ,SP  ,2015
MUS 256     ,Second-Year Guitar Lessons  ,SP  ,2015
MUS 257     ,Second-Year Piano Lessons  ,SP  ,2015
MUS 260     ,Second-Year Voice Lessons  ,SP  ,2015
MUS 263     ,Second-Year Jazz Piano Lessons  ,SP  ,2015
MUS 268     ,Second-Year Mandolin Lessons  ,SP  ,2015
MUS 336     ,Music of the 20th&21st Centuries  ,SP  ,2015
MUS 340     ,Third-Year Flute Lessons  ,SP  ,2015
MUS 343     ,Third-Year Clarinet Lessons  ,SP  ,2015
MUS 344     ,Third-Year Saxophone Lessons  ,SP  ,2015
MUS 351     ,Third-Year Violin Lessons  ,SP  ,2015
MUS 353     ,Third-Year Violincello Lessons  ,SP  ,2015
MUS 356     ,Third-Year Guitar Lessons  ,SP  ,2015
MUS 357     ,Third-Year Piano Lessons  ,SP  ,2015
MUS 360     ,Third-Year Voice Lessons  ,SP  ,2015
MUS 361     ,Third-Year Composition Lessons  ,SP  ,2015
MUS 440     ,Fourth-Year Flute Lessons  ,SP  ,2015
MUS 441     ,Fourth-Year Oboe Lessons  ,SP  ,2015
MUS 451     ,Fourth-Year Violin Lessons  ,SP  ,2015
MUS 457     ,Fourth-Year Piano Lessons  ,SP  ,2015
MUS 460     ,Fourth-Year Voice Lessons  ,SP  ,2015
MUS 500     ,Senior Recital  ,SP  ,2015
NSC 110     ,Natural Science-I  ,SP  ,2015
NSC 110L    ,NSC 110 Lab  ,SP  ,2015
NSC 120     ,Natural Science-II  ,SP  ,2015
NSC 120L    ,NSC 120 Lab  ,SP  ,2015
NSC 140     ,Environmental Geology  ,SP  ,2015
NSC 140L    ,NSC 140 Lab  ,SP  ,2015
PHI 110     ,Intro to Philosophy  ,SP  ,2015
PHI 140     ,Intro to Ethical Thinking  ,SP  ,2015
PHI 145     ,Environmental Ethics  ,SP  ,2015
PHI 170     ,Philosophy of Religion  ,SP  ,2015
PHI 220     ,17th- & 18th-Century Philosophy  ,SP  ,2015
PHI 303     ,Biomedical Ethics  ,SP  ,2015
PHI 350     ,Existentialism  ,SP  ,2015
PHY 110     ,Intro to Physics  ,SP  ,2015
PHY 110L    ,PHY 110 Lab  ,SP  ,2015
PHY 120     ,Intro/Physics for Life Sciences  ,SP  ,2015
PHY 120L    ,PHY 120 Lab  ,SP  ,2015
PHY 230     ,General Physics-III  ,SP  ,2015
PHY 230L    ,PHY 230 Lab  ,SP  ,2015
PHY 320     ,Modern Physics-II  ,SP  ,2015
PHY 399     ,Introductory Quantum Mechanics  ,SP  ,2015
POL 120     ,Intro to Political Ideologies  ,SP  ,2015
POL 130     ,Intro to Comparative Politics  ,SP  ,2015
POL 199     ,Preparation for Summer Research  ,SP  ,2015
POL 210     ,American Politics & Institutions  ,SP  ,2015
POL 225     ,US Foreign Policy/Intnl Affairs  ,SP  ,2015
POL 260     ,Intro to International Relations  ,SP  ,2015
POL 301     ,Western Political Theory-II  ,SP  ,2015
POL 321     ,Civil Liberties  ,SP  ,2015
POL 332     ,Public Policy  ,SP  ,2015
POL 337     ,Media and Politics  ,SP  ,2015
POL 339     ,"Race, Religion, and Politics  ",SP  ,2015
POL 340     ,European Politics  ,SP  ,2015
POL 344     ,Politics of the Middle East  ,SP  ,2015
POL 346     ,East Asian Politics  ,SP  ,2015
POL 361     ,International Law  ,SP  ,2015
POL 363     ,American Foreign Policy  ,SP  ,2015
POL 364     ,National&International Security  ,SP  ,2015
POL 371     ,Political Economy of Development  ,SP  ,2015
POL 401     ,Independent Study  ,SP  ,2015
POL 461     ,The Construction of Europe  ,SP  ,2015
POL 464     ,Religion &International Politics  ,SP  ,2015
POL 500     ,Senior Seminar  ,SP  ,2015
PSY 110     ,Intro to Psychology  ,SP  ,2015
PSY 205     ,Introduction to Research Methods  ,SP  ,2015
PSY 210     ,Experimental Design: Psychology  ,SP  ,2015
PSY 210L    ,PSY 210 Lab  ,SP  ,2015
PSY 250     ,Introduction to Research  ,SP  ,2015
PSY 295     ,Physiological Psychology  ,SP  ,2015
PSY 300     ,Cognition  ,SP  ,2015
PSY 315     ,Health Psychology  ,SP  ,2015
PSY 320     ,Abnormal Psychology  ,SP  ,2015
PSY 350     ,Advanced Research Topics  ,SP  ,2015
PSY 351     ,Advanced Research Topics  ,SP  ,2015
PSY 360     ,Social Psychology  ,SP  ,2015
PSY 380     ,Life-Span Developmental Psych  ,SP  ,2015
PSY 500     ,Senior Seminar  ,SP  ,2015
REL 110     ,Biblical History and Ideas  ,SP  ,2015
REL 120     ,History of Christian Thought  ,SP  ,2015
REL 130     ,Eastern Religious Traditions  ,SP  ,2015
REL 140     ,Philosophy of Religion  ,SP  ,2015
REL 150     ,Western Religious Traditions  ,SP  ,2015
REL 160     ,Biblical Hebrew  ,SP  ,2015
REL 340     ,Poverty and Homelessness  ,SP  ,2015
REL 350     ,The Holocaust  ,SP  ,2015
REL 353     ,Existentialism  ,SP  ,2015
REL 360     ,Advanced Topics in Hebrew  ,SP  ,2015
REL 401     ,Independent Study  ,SP  ,2015
REL 500     ,Senior Seminar  ,SP  ,2015
SOC 103     ,Intro to Family Life  ,SP  ,2015
SOC 110     ,Intro to Sociology  ,SP  ,2015
SOC 120     ,Social Structure  ,SP  ,2015
SOC 306     ,Microsociological Theory  ,SP  ,2015
SOC 321     ,The Happy Society  ,SP  ,2015
SOC 360     ,Social Psychology  ,SP  ,2015
SOC 401     ,Independent Study  ,SP  ,2015
SPA 120     ,Fundamentals-II  ,SP  ,2015
SPA 121     ,Review of Fundamentals  ,SP  ,2015
SPA 199     ,Summer Research Preparation  ,SP  ,2015
SPA 210     ,Intermediate-I  ,SP  ,2015
SPA 220     ,Intermediate-II  ,SP  ,2015
SPA 230     ,Adv Spanish Grammar/Composition  ,SP  ,2015
SPA 240     ,Advanced Conversation  ,SP  ,2015
SPA 250     ,Intro to Literary Analysis  ,SP  ,2015
SPA 255     ,Hispanic Linguistics  ,SP  ,2015
SPA 270     ,Latin American Culture  ,SP  ,2015
SPA 271     ,Latin American Culture Abroad  ,SP  ,2015
SPA 346     ,Modern Spanish Theatre  ,SP  ,2015
SPA 350     ,Junior Seminar  ,SP  ,2015
SPA 360     ,20th-Century Latin American Lit  ,SP  ,2015
SPA 463     ,Violence in Latin American Lit.  ,SP  ,2015
SPA 500     ,Senior Seminar  ,SP  ,2015
BNS 450     ,Research in Primate Behavior  ,SU  ,2015
HUM 269     ,Forming Modern Alsatian Identity  ,SU  ,2015
INT 400     ,Internship  ,SU  ,2015
AAS 210     ,Music & Culture/African Diaspora  ,FA  ,2015
AMS 110     ,Introduction to the Army  ,FA  ,2015
AMS 210     ,Advanced Leadership-I  ,FA  ,2015
ANT 110     ,Intro to Cultural Anthropology  ,FA  ,2015
ANT 120     ,Human Biological&CulturalOrigins  ,FA  ,2015
ANT 304     ,History of Anthropology  ,FA  ,2015
ANT 305     ,Research Methods  ,FA  ,2015
ANT 340     ,Intro to Folklore  ,FA  ,2015
ANT 382     ,An Archaeologist Looks at Death  ,FA  ,2015
ANT 451     ,Ancient Maya Culture  ,FA  ,2015
ANT 500     ,Senior Seminar  ,FA  ,2015
ARH 260     ,Survey of Western Art-I  ,FA  ,2015
ARH 370     ,N. European Art:4-16th Centuries  ,FA  ,2015
ARH 386     ,Art and the Body  ,FA  ,2015
ARH 388     ,Art/Craft/Design  ,FA  ,2015
ARH 500     ,Senior Thesis in Art History  ,FA  ,2015
ARS 110     ,Introduction to Drawing  ,FA  ,2015
ARS 210     ,Painting & Drawing-I  ,FA  ,2015
ARS 230     ,Ceramics-I  ,FA  ,2015
ARS 240     ,Hot Glass-I  ,FA  ,2015
ARS 320     ,Painting & Drawing-III  ,FA  ,2015
ARS 400     ,Directed Study  ,FA  ,2015
ARS 401     ,Independent Study  ,FA  ,2015
ARS 420     ,Painting & Drawing-V  ,FA  ,2015
ASN 115     ,Arabic Language & Culture  ,FA  ,2015
ASN 310     ,Asian Humanities  ,FA  ,2015
ASN 340     ,China: Filming the Nation  ,FA  ,2015
BIO 110     ,"Evolution, Biodiversity, Ecology  ",FA  ,2015
BIO 110L    ,BIO 110 Lab  ,FA  ,2015
BIO 210     ,Introduction to Genetics  ,FA  ,2015
BIO 210L    ,BIO 210 Lab  ,FA  ,2015
BIO 225     ,Human Anatomy & Physiology  ,FA  ,2015
BIO 230     ,Vertebrate Nutrition  ,FA  ,2015
BIO 308     ,Paleontology:The History of Life  ,FA  ,2015
BIO 310     ,Invertebrate Biology  ,FA  ,2015
BIO 351     ,Lab in Human Physiology  ,FA  ,2015
BIO 355     ,Immunology  ,FA  ,2015
BIO 370     ,Principles of Ecology  ,FA  ,2015
BIO 371     ,Behavioral Ecology: Avian Reproduction Strategies ,FA  ,2015
BIO 385     ,Cellular Neurobiology  ,FA  ,2015
BIO 402     ,Research Participation  ,FA  ,2015
BIO 405     ,Advanced Research Topics  ,FA  ,2015
BIO 500     ,Senior Seminar  ,FA  ,2015
BMB 210     ,Intro to Biochem & Cell Biology  ,FA  ,2015
BMB 210L    ,BMB 210 lab  ,FA  ,2015
BMB 310     ,Macromolecules  ,FA  ,2015
BMB 330     ,Molecular Genetics  ,FA  ,2015
BMB 335     ,Lab in Molecular Genetics  ,FA  ,2015
BMB 405     ,Advanced Research Topics  ,FA  ,2015
BNS 250     ,Introduction to Research  ,FA  ,2015
BNS 295     ,Found. of BehavioralNeuroscience  ,FA  ,2015
BNS 300     ,Advanced Behavioral Neuroscience  ,FA  ,2015
BNS 330     ,Animal Behavior  ,FA  ,2015
BNS 350     ,Advanced Research Topics  ,FA  ,2015
BNS 351     ,Advanced Research Topics  ,FA  ,2015
BNS 390     ,Human Neuropsychology  ,FA  ,2015
BNS 500     ,Senior Seminar  ,FA  ,2015
CHE 117     ,Chemistry and the Modern World  ,FA  ,2015
CHE 117L    ,CHE 117 Lab  ,FA  ,2015
CHE 131     ,General Chemistry-I  ,FA  ,2015
CHE 131L    ,CHE 131 Lab  ,FA  ,2015
CHE 132     ,General Chemistry-II  ,FA  ,2015
CHE 132L    ,CHE 132 Lab  ,FA  ,2015
CHE 135     ,Accelerated General Chemistry  ,FA  ,2015
CHE 241     ,Organic Chemistry-I  ,FA  ,2015
CHE 241L    ,CHE 241 Lab  ,FA  ,2015
CHE 242     ,Organic Chemistry-II  ,FA  ,2015
CHE 332     ,Inorganic Chemistry  ,FA  ,2015
CHE 332L    ,CHE 332 Lab  ,FA  ,2015
CHE 338     ,Metals in Medicine  ,FA  ,2015
CHE 362     ,Quantum Chemistry & Spectroscopy  ,FA  ,2015
CHE 362L    ,CHE 362 Lab  ,FA  ,2015
CHE 400     ,Directed Study  ,FA  ,2015
CHE 405     ,Advanced Research Topics  ,FA  ,2015
CHN 110     ,Fundamentals of Chinese-I  ,FA  ,2015
CHN 210     ,Intermediate Chinese-I  ,FA  ,2015
CHN 310     ,Advanced Intermediate Chinese-I  ,FA  ,2015
CHN 400     ,Directed Study  ,FA  ,2015
CLA 110     ,Latin: Fundamentals-I  ,FA  ,2015
CLA 211     ,Medieval Latin  ,FA  ,2015
CLA 301     ,History of Ancient Greece  ,FA  ,2015
CLA 311     ,Medieval Latin  ,FA  ,2015
CLA 400     ,Directed Study  ,FA  ,2015
CRW 245     ,Intermediate Fiction Writing  ,FA  ,2015
CSC 117     ,Intro to Computer Science  ,FA  ,2015
CSC 221     ,Computer Organization  ,FA  ,2015
CSC 223     ,Interm Program & Data Structures  ,FA  ,2015
CSC 300     ,Software Development  ,FA  ,2015
CSC 350     ,Parallel Computing  ,FA  ,2015
CSC 402     ,Research Participation  ,FA  ,2015
CSC 410     ,Database Systems  ,FA  ,2015
DRA 111     ,Practicum  ,FA  ,2015
DRA 113     ,Practicum  ,FA  ,2015
DRA 114     ,Beginning Modern Dance Technique  ,FA  ,2015
DRA 115     ,Intermed. Modern Dance Technique  ,FA  ,2015
DRA 117     ,Acting-I  ,FA  ,2015
DRA 134     ,Foundations of Dramatic Lit.-II  ,FA  ,2015
DRA 150     ,Intro to Technical Theatre  ,FA  ,2015
DRA 230     ,History of the Theatre  ,FA  ,2015
DRA 322     ,Voice for the Actor  ,FA  ,2015
